country,year,sex,name,count
GB,1996,F,Carol-Ann,5
GB,1996,F,Carola,3
GB,1996,F,Carolann,4
GB,1996,F,Carolanne,7
GB,1996,F,Carole,5
GB,1996,F,Carolina,15
GB,1996,F,Caroline,242
GB,1996,F,Carolyn,10
GB,1996,F,Caron,3
GB,1996,F,Carra,3
GB,1996,F,Carrera,4
GB,1996,F,Carrianne,5
GB,1996,F,Carrie,97
GB,1996,F,Carrie-Ann,21
GB,1996,F,Carrie-Anne,17
GB,1996,F,Carrieann,3
GB,1996,F,Carrigan,5
GB,1996,F,Carris,9
GB,1996,F,Caryl,9
GB,1996,F,Carys,217
GB,1996,F,Casey,215
GB,1996,F,Casey-Leigh,4
GB,1996,F,Casie,11
GB,1996,F,Cassandra,111
GB,1996,F,Cassey,9
GB,1996,F,Cassia,8
GB,1996,F,Cassidy,16
GB,1996,F,Cassie,85
GB,1996,F,Cassy,4
GB,1996,F,Catarina,6
GB,1996,F,Caterina,4
GB,1996,F,Catharine,14
GB,1996,F,Catherina,3
GB,1996,F,Catherine,880
GB,1996,F,Cathleen,3
GB,1996,F,Cathrine,7
GB,1996,F,Cathryn,15
GB,1996,F,Cathy,9
GB,1996,F,Catrin,102
GB,1996,F,Catrina,30
GB,1996,F,Catriona,90
GB,1996,F,Cayla,4
GB,1996,F,Ceara,14
GB,1996,F,Cecelia,11
GB,1996,F,Cecile,6
GB,1996,F,Cecilia,27
GB,1996,F,Cecily,21
GB,1996,F,Ceejay,8
GB,1996,F,Ceinwen,3
GB,1996,F,Ceira,3
GB,1996,F,Celene,3
GB,1996,F,Celeste,15
GB,1996,F,Celestine,3
GB,1996,F,Celia,44
GB,1996,F,Celicia,3
GB,1996,F,Celina,10
GB,1996,F,Celine,113
GB,1996,F,Celyn,12
GB,1996,F,Ceren,5
GB,1996,F,Ceri,80
GB,1996,F,Ceri-Ann,6
GB,1996,F,Cerian,11
GB,1996,F,Ceridwen,7
GB,1996,F,Cerise,7
GB,1996,F,Cerys,92
GB,1996,F,Ceyda,11
GB,1996,F,Ceylan,7
GB,1996,F,Chace,3
GB,1996,F,Chalice,3
GB,1996,F,Chana,11
GB,1996,F,Chance,3
GB,1996,F,Chandani,3
GB,1996,F,Chandni,22
GB,1996,F,Chanel,116
GB,1996,F,Chanell,8
GB,1996,F,Chanelle,83
GB,1996,F,Chani,4
GB,1996,F,Chania,3
GB,1996,F,Chanice,37
GB,1996,F,Chaniece,3
GB,1996,F,Chanise,9
GB,1996,F,Channel,9
GB,1996,F,Channelle,11
GB,1996,F,Channing,3
GB,1996,F,Channon,11
GB,1996,F,Chanta,3
GB,1996,F,Chantae,4
GB,1996,F,Chantal,43
GB,1996,F,Chantalle,4
GB,1996,F,Chantay,8
GB,1996,F,Chante,40
GB,1996,F,Chantel,74
GB,1996,F,Chantele,5
GB,1996,F,Chantell,12
GB,1996,F,Chantelle,609
GB,1996,F,Charelle,7
GB,1996,F,Charice,3
GB,1996,F,Charis,52
GB,1996,F,Charisse,7
GB,1996,F,Charity,12
GB,1996,F,Charla,3
GB,1996,F,Charlea,9
GB,1996,F,Charlee,27
GB,1996,F,Charleen,7
GB,1996,F,Charleigh,33
GB,1996,F,Charlene,78
GB,1996,F,Charlette,3
GB,1996,F,Charley,256
GB,1996,F,Charley-Ann,6
GB,1996,F,Charley-Jo,3
GB,1996,F,Charli,21
GB,1996,F,Charlie,404
GB,1996,F,Charlie-Ann,8
GB,1996,F,Charlie-Anne,6
GB,1996,F,Charlie-Jade,3
GB,1996,F,Charline,3
GB,1996,F,Charlotte,5866
GB,1996,F,Charlotte-Anne,3
